r,n_opt,F_min,partial_F_r,eefactor
24.076038,2.000000,43.019477,1.880724,0.601901
24.092046,2.000000,43.049616,1.884828,0.602301
24.108054,2.000000,43.079821,1.888944,0.602701
24.124062,2.000000,43.110092,1.893072,0.603102
24.140070,2.000000,43.140430,1.897212,0.603502
24.156078,2.000000,43.170834,1.901365,0.603902
24.172086,2.000000,43.201304,1.905530,0.604302
24.188094,2.000000,43.231841,1.909708,0.604702
24.204102,2.000000,43.262445,1.913898,0.605103
24.220110,2.000000,43.293117,1.918100,0.605503
24.236118,2.000000,43.323855,1.922315,0.605903
24.252126,2.000000,43.354662,1.926543,0.606303
24.268134,2.000000,43.385536,1.930784,0.606703
24.284142,2.000000,43.416478,1.935037,0.607104
24.300150,2.000000,43.447488,1.939303,0.607504
24.316158,2.000000,43.478566,1.943582,0.607904
24.332166,2.000000,43.509714,1.947874,0.608304
24.348174,2.000000,43.540930,1.952178,0.608704
24.364182,2.000000,43.572215,1.956496,0.609105
24.380190,2.000000,43.603569,1.960827,0.609505
24.396198,2.000000,43.634993,1.965171,0.609905
24.412206,2.000000,43.666486,1.969528,0.610305
24.428214,2.000000,43.698049,1.973898,0.610705
24.444222,2.000000,43.729682,1.978282,0.611106
24.460230,2.000000,43.761386,1.982678,0.611506
24.476238,2.000000,43.793160,1.987089,0.611906
24.492246,2.000000,43.825005,1.991512,0.612306
24.508254,2.000000,43.856920,1.995950,0.612706
24.524262,2.000000,43.888907,2.000400,0.613107
24.540270,2.000000,43.920965,2.004865,0.613507
24.556278,2.000000,43.953095,2.009343,0.613907
24.572286,2.000000,43.985296,2.013834,0.614307
24.588294,2.000000,44.017570,2.018340,0.614707
24.604302,2.000000,44.049916,2.022859,0.615108
24.620310,2.000000,44.082334,2.027392,0.615508
24.636318,2.000000,44.114825,2.031940,0.615908
24.652326,2.000000,44.147388,2.036501,0.616308
24.668334,2.000000,44.180025,2.041076,0.616708
24.684342,2.000000,44.212736,2.045665,0.617109
24.700350,2.000000,44.245519,2.050269,0.617509
24.716358,2.000000,44.278377,2.054887,0.617909
24.732366,2.000000,44.311309,2.059519,0.618309
24.748374,2.000000,44.344315,2.064165,0.618709
24.764382,2.000000,44.377395,2.068826,0.619110
24.780390,2.000000,44.410550,2.073502,0.619510
24.796398,2.000000,44.443781,2.078192,0.619910
24.812406,2.000000,44.477086,2.082896,0.620310
24.828414,2.000000,44.510467,2.087616,0.620710
24.844422,2.000000,44.543923,2.092350,0.621111
24.860430,2.000000,44.577455,2.097098,0.621511
24.876438,2.000000,44.611064,2.101862,0.621911
24.892446,2.000000,44.644749,2.106640,0.622311
24.908454,2.000000,44.678510,2.111434,0.622711
24.924462,2.000000,44.712349,2.116243,0.623112
24.940470,2.000000,44.746264,2.121066,0.623512
24.956478,2.000000,44.780257,2.125905,0.623912
24.972486,2.000000,44.814327,2.130759,0.624312
24.988494,2.000000,44.848475,2.135629,0.624712
25.004502,2.000000,44.882701,2.140514,0.625113
25.020510,2.000000,44.917006,2.145414,0.625513
25.036518,2.000000,44.951389,2.150330,0.625913
25.052526,2.000000,44.985851,2.155261,0.626313
25.068534,2.000000,45.020392,2.160208,0.626713
25.084542,2.000000,45.055012,2.165171,0.627114
25.100550,2.000000,45.089712,2.170149,0.627514
25.116558,2.000000,45.124492,2.175144,0.627914
25.132566,2.000000,45.159352,2.180154,0.628314
25.148574,2.000000,45.194292,2.185180,0.628714
25.164582,2.000000,45.229313,2.190222,0.629115
25.180590,2.000000,45.264414,2.195281,0.629515
25.196598,2.000000,45.299597,2.200355,0.629915
25.212606,2.000000,45.334861,2.205446,0.630315
25.228614,2.000000,45.370206,2.210553,0.630715
25.244622,2.000000,45.405634,2.215677,0.631116
25.260630,2.000000,45.441144,2.220817,0.631516
25.276638,2.000000,45.476736,2.225974,0.631916
25.292646,2.000000,45.512411,2.231147,0.632316
25.308654,2.000000,45.548168,2.236337,0.632716
25.324662,2.000000,45.584009,2.241544,0.633117
25.340670,2.000000,45.619934,2.246767,0.633517
25.356678,2.000000,45.655942,2.252008,0.633917
25.372686,2.000000,45.692034,2.257265,0.634317
25.388694,2.000000,45.728211,2.262540,0.634717
25.404702,2.000000,45.764472,2.267831,0.635118
25.420710,2.000000,45.800818,2.273140,0.635518
25.436718,2.000000,45.837249,2.278466,0.635918
25.452726,2.000000,45.873765,2.283810,0.636318
25.468734,2.000000,45.910367,2.289171,0.636718
25.484742,2.000000,45.947055,2.294549,0.637119
25.500750,2.000000,45.983830,2.299945,0.637519
25.516758,2.000000,46.020690,2.305359,0.637919
25.532766,2.000000,46.057638,2.310791,0.638319
25.548774,2.000000,46.094673,2.316240,0.638719
25.564782,2.000000,46.131795,2.321707,0.639120
25.580790,2.000000,46.169005,2.327192,0.639520
25.596798,2.000000,46.206302,2.332696,0.639920
25.612806,2.000000,46.243688,2.338217,0.640320
25.628814,2.000000,46.281163,2.343757,0.640720
25.644822,2.000000,46.318726,2.349315,0.641121
25.660830,2.000000,46.356379,2.354891,0.641521
25.676838,2.000000,46.394121,2.360486,0.641921
25.692846,2.000000,46.431952,2.366100,0.642321
25.708854,2.000000,46.469874,2.371732,0.642721
25.724862,2.000000,46.507886,2.377383,0.643122
25.740870,2.000000,46.545988,2.383052,0.643522
25.756878,2.000000,46.584182,2.388741,0.643922
25.772886,2.000000,46.622466,2.394448,0.644322
25.788894,2.000000,46.660842,2.400175,0.644722
25.804902,2.000000,46.699310,2.405921,0.645123
25.820910,2.000000,46.737870,2.411686,0.645523
25.836918,2.000000,46.776523,2.417470,0.645923
25.852926,2.000000,46.815268,2.423274,0.646323
25.868934,2.000000,46.854107,2.429097,0.646723
25.884942,2.000000,46.893038,2.434940,0.647124
25.900950,2.000000,46.932064,2.440803,0.647524
25.916958,2.000000,46.971183,2.446685,0.647924
25.932966,2.000000,47.010397,2.452587,0.648324
25.948974,2.000000,47.049705,2.458509,0.648724
25.964982,2.000000,47.089109,2.464451,0.649125
25.980990,2.000000,47.128607,2.470414,0.649525
25.996998,2.000000,47.168202,2.476396,0.649925
26.013007,2.000000,47.207892,2.482399,0.650325
26.029015,2.000000,47.247678,2.488423,0.650725
26.045023,2.000000,47.287561,2.494466,0.651126
26.061031,2.000000,47.327541,2.500531,0.651526
26.077039,2.000000,47.367618,2.506616,0.651926
26.093047,2.000000,47.407793,2.512722,0.652326
26.109055,2.000000,47.448066,2.518849,0.652726
26.125063,2.000000,47.488437,2.524996,0.653127
26.141071,2.000000,47.528906,2.531165,0.653527
26.157079,2.000000,47.569475,2.537355,0.653927
26.173087,2.000000,47.610142,2.543567,0.654327
26.189095,2.000000,47.650910,2.549800,0.654727
26.205103,2.000000,47.691777,2.556054,0.655128
26.221111,2.000000,47.732744,2.562330,0.655528
26.237119,2.000000,47.773812,2.568627,0.655928
26.253127,2.000000,47.814982,2.574946,0.656328
26.269135,2.000000,47.856252,2.581288,0.656728
26.285143,2.000000,47.897624,2.587651,0.657129
26.301151,2.000000,47.939098,2.594036,0.657529
26.317159,2.000000,47.980675,2.600443,0.657929
26.333167,2.000000,48.022354,2.606873,0.658329
26.349175,2.000000,48.064137,2.613325,0.658729
26.365183,2.000000,48.106023,2.619800,0.659130
26.381191,2.000000,48.148013,2.626297,0.659530
26.397199,2.000000,48.190106,2.632817,0.659930
26.413207,2.000000,48.232305,2.639360,0.660330
26.429215,2.000000,48.274608,2.645926,0.660730
26.445223,2.000000,48.317017,2.652515,0.661131
26.461231,2.000000,48.359531,2.659127,0.661531
26.477239,2.000000,48.402152,2.665762,0.661931
26.493247,2.000000,48.444879,2.672421,0.662331
26.509255,2.000000,48.487712,2.679103,0.662731
26.525263,2.000000,48.530653,2.685808,0.663132
26.541271,2.000000,48.573701,2.692538,0.663532
26.557279,2.000000,48.616857,2.699291,0.663932
26.573287,2.000000,48.660122,2.706068,0.664332
26.589295,2.000000,48.703495,2.712870,0.664732
26.605303,2.000000,48.746977,2.719695,0.665133
26.621311,2.000000,48.790569,2.726545,0.665533
26.637319,2.000000,48.834270,2.733419,0.665933
26.653327,2.000000,48.878082,2.740317,0.666333
26.669335,2.000000,48.922005,2.747241,0.666733
26.685343,2.000000,48.966038,2.754189,0.667134
26.701351,2.000000,49.010183,2.761162,0.667534
26.717359,2.000000,49.054439,2.768159,0.667934
26.733367,2.000000,49.098808,2.775182,0.668334
26.749375,2.000000,49.143290,2.782231,0.668734
26.765383,2.000000,49.187884,2.789304,0.669135
26.781391,2.000000,49.232592,2.796403,0.669535
26.797399,2.000000,49.277414,2.803528,0.669935
26.813407,2.000000,49.322350,2.810679,0.670335
26.829415,2.000000,49.367401,2.817855,0.670735
26.845423,2.000000,49.412567,2.825057,0.671136
26.861431,2.000000,49.457848,2.832286,0.671536
26.877439,2.000000,49.503246,2.839540,0.671936
26.893447,2.000000,49.548759,2.846821,0.672336
26.909455,2.000000,49.594390,2.854129,0.672736
26.925463,2.000000,49.640137,2.861463,0.673137
26.941471,2.000000,49.686002,2.868824,0.673537
26.957479,2.000000,49.731986,2.876211,0.673937
26.973487,2.000000,49.778087,2.883626,0.674337
26.989495,2.000000,49.824308,2.891068,0.674737
27.005503,2.000000,49.870648,2.898537,0.675138
27.021511,2.000000,49.917108,2.906034,0.675538
27.037519,2.000000,49.963688,2.913558,0.675938
27.053527,2.000000,50.010388,2.921110,0.676338
27.069535,2.000000,50.057210,2.928690,0.676738
27.085543,2.000000,50.104153,2.936298,0.677139
27.101551,2.000000,50.151219,2.943934,0.677539
27.117559,2.000000,50.198407,2.951598,0.677939
27.133567,2.000000,50.245717,2.959290,0.678339
27.149575,2.000000,50.293151,2.967011,0.678739
27.165583,2.000000,50.340709,2.974761,0.679140
27.181591,2.000000,50.388391,2.982539,0.679540
27.197599,2.000000,50.436198,2.990347,0.679940
27.213607,2.000000,50.484131,2.998184,0.680340
27.229615,2.000000,50.532188,3.006049,0.680740
27.245623,2.000000,50.580372,3.013945,0.681141
27.261631,2.000000,50.628683,3.021869,0.681541
27.277639,2.000000,50.677121,3.029824,0.681941
27.293647,2.000000,50.725686,3.037808,0.682341
27.309655,2.000000,50.774379,3.045823,0.682741
27.325663,2.000000,50.823201,3.053867,0.683142
27.341671,2.000000,50.872152,3.061942,0.683542
27.357679,2.000000,50.921233,3.070047,0.683942
27.373687,2.000000,50.970443,3.078183,0.684342
27.389695,2.000000,51.019784,3.086350,0.684742
27.405703,2.000000,51.069256,3.094548,0.685143
27.421711,2.000000,51.118859,3.102776,0.685543
27.437719,2.000000,51.168595,3.111036,0.685943
27.453727,2.000000,51.218462,3.119328,0.686343
27.469735,2.000000,51.268463,3.127650,0.686743
27.485743,2.000000,51.318597,3.136005,0.687144
27.501751,2.000000,51.368866,3.144392,0.687544
27.517759,2.000000,51.419268,3.152810,0.687944
27.533767,2.000000,51.469806,3.161261,0.688344
27.549775,2.000000,51.520480,3.169744,0.688744
27.565783,2.000000,51.571289,3.178260,0.689145
27.581791,2.000000,51.622235,3.186808,0.689545
27.597799,2.000000,51.673318,3.195390,0.689945
27.613807,2.000000,51.724539,3.204004,0.690345
27.629815,2.000000,51.775898,3.212652,0.690745
27.645823,2.000000,51.827395,3.221333,0.691146
27.661831,2.000000,51.879032,3.230048,0.691546
27.677839,2.000000,51.930809,3.238796,0.691946
27.693847,2.000000,51.982726,3.247578,0.692346
27.709855,2.000000,52.034783,3.256395,0.692746
27.725863,2.000000,52.086982,3.265245,0.693147
27.741871,2.000000,52.139324,3.274130,0.693547
27.757879,2.000000,52.191807,3.283050,0.693947
27.773887,2.000000,52.244434,3.292005,0.694347
27.789895,2.000000,52.297204,3.300995,0.694747
27.805903,2.000000,52.350119,3.310019,0.695148
27.821911,2.000000,52.403178,3.319080,0.695548
27.837919,2.000000,52.456383,3.328175,0.695948
27.853927,2.000000,52.509733,3.337307,0.696348
27.869935,2.000000,52.563230,3.346474,0.696748
27.885943,2.000000,52.616874,3.355678,0.697149
27.901951,2.000000,52.670666,3.364918,0.697549
27.917959,2.000000,52.724606,3.374194,0.697949
27.933967,2.000000,52.778694,3.383508,0.698349
27.949975,2.000000,52.832932,3.392858,0.698749
27.965983,2.000000,52.887320,3.402245,0.699150
27.981991,2.000000,52.941859,3.411669,0.699550
27.997999,2.000000,52.996548,3.421131,0.699950
28.014007,2.000000,53.051390,3.430631,0.700350
28.030015,2.000000,53.106384,3.440169,0.700750
28.046023,2.000000,53.161530,3.449744,0.701151
28.062031,2.000000,53.216831,3.459358,0.701551
28.078039,2.000000,53.272286,3.469011,0.701951
28.094047,2.000000,53.327895,3.478702,0.702351
28.110055,2.000000,53.383660,3.488432,0.702751
28.126063,2.000000,53.439581,3.498202,0.703152
28.142071,2.000000,53.495659,3.508010,0.703552
28.158079,2.000000,53.551894,3.517859,0.703952
28.174087,2.000000,53.608287,3.527747,0.704352
28.190095,2.000000,53.664838,3.537675,0.704752
28.206103,2.000000,53.721549,3.547643,0.705153
28.222111,2.000000,53.778420,3.557652,0.705553
28.238119,2.000000,53.835451,3.567701,0.705953
28.254127,2.000000,53.892643,3.577791,0.706353
28.270135,2.000000,53.949998,3.587922,0.706753
28.286143,2.000000,54.007515,3.598095,0.707154
28.302151,2.000000,54.065195,3.608309,0.707554
28.318159,2.000000,54.123039,3.618565,0.707954
28.334167,2.000000,54.181047,3.628863,0.708354
28.350175,2.000000,54.239220,3.639204,0.708754
28.366183,2.000000,54.297560,3.649586,0.709155
28.382191,2.000000,54.356066,3.660012,0.709555
28.398199,2.000000,54.414739,3.670480,0.709955
28.414207,2.000000,54.473580,3.680992,0.710355
28.430215,2.000000,54.532590,3.691547,0.710755
28.446223,2.000000,54.591769,3.702145,0.711156
28.462231,2.000000,54.651118,3.712788,0.711556
28.478239,2.000000,54.710638,3.723475,0.711956
28.494247,2.000000,54.770329,3.734206,0.712356
28.510255,2.000000,54.830193,3.744982,0.712756
28.526263,2.000000,54.890229,3.755802,0.713157
28.542271,2.000000,54.950439,3.766668,0.713557
28.558279,2.000000,55.010823,3.777579,0.713957
28.574287,2.000000,55.071382,3.788536,0.714357
28.590295,2.000000,55.132117,3.799539,0.714757
28.606303,2.000000,55.193028,3.810588,0.715158
28.622311,2.000000,55.254117,3.821683,0.715558
28.638319,2.000000,55.315383,3.832825,0.715958
28.654327,2.000000,55.376829,3.844014,0.716358
28.670335,2.000000,55.438454,3.855251,0.716758
28.686343,2.000000,55.500259,3.866534,0.717159
28.702351,2.000000,55.562245,3.877866,0.717559
28.718359,2.000000,55.624413,3.889246,0.717959
28.734367,2.000000,55.686763,3.900673,0.718359
28.750375,2.000000,55.749297,3.912150,0.718759
28.766383,2.000000,55.812015,3.923675,0.719160
28.782391,2.000000,55.874918,3.935250,0.719560
28.798399,2.000000,55.938006,3.946873,0.719960
28.814407,2.000000,56.001281,3.958547,0.720360
28.830415,2.000000,56.064743,3.970270,0.720760
28.846423,2.000000,56.128394,3.982044,0.721161
28.862431,2.000000,56.192233,3.993869,0.721561
28.878439,2.000000,56.256262,4.005744,0.721961
28.894447,2.000000,56.320481,4.017670,0.722361
28.910455,2.000000,56.384892,4.029648,0.722761
28.926463,2.000000,56.449495,4.041678,0.723162
28.942471,2.000000,56.514290,4.053759,0.723562
28.958479,2.000000,56.579280,4.065893,0.723962
28.974487,2.000000,56.644464,4.078080,0.724362
28.990495,2.000000,56.709844,4.090319,0.724762
29.006503,2.000000,56.775420,4.102612,0.725163
29.022511,2.000000,56.841194,4.114959,0.725563
29.038519,2.000000,56.907165,4.127359,0.725963
29.054527,2.000000,56.973336,4.139813,0.726363
29.070535,2.000000,57.039706,4.152322,0.726763
29.086543,2.000000,57.106277,4.164886,0.727164
29.102551,2.000000,57.173049,4.177505,0.727564
29.118559,2.000000,57.240024,4.190180,0.727964
29.134567,2.000000,57.307202,4.202910,0.728364
29.150575,2.000000,57.374585,4.215697,0.728764
29.166583,2.000000,57.442172,4.228540,0.729165
29.182591,2.000000,57.509966,4.241439,0.729565
29.198599,2.000000,57.577966,4.254396,0.729965
29.214607,2.000000,57.646175,4.267411,0.730365
29.230615,2.000000,57.714592,4.280483,0.730765
29.246623,2.000000,57.783219,4.293613,0.731166
29.262631,2.000000,57.852057,4.306802,0.731566
29.278639,2.000000,57.921106,4.320050,0.731966
29.294647,2.000000,57.990368,4.333357,0.732366
29.310655,2.000000,58.059843,4.346724,0.732766
29.326663,2.000000,58.129533,4.360151,0.733167
29.342671,2.000000,58.199438,4.373638,0.733567
29.358679,2.000000,58.269560,4.387185,0.733967
29.374687,2.000000,58.339899,4.400794,0.734367
29.390695,2.000000,58.410456,4.414464,0.734767
29.406703,2.000000,58.481233,4.428196,0.735168
29.422711,2.000000,58.552229,4.441990,0.735568
29.438719,2.000000,58.623448,4.455846,0.735968
29.454727,2.000000,58.694888,4.469765,0.736368
29.470735,2.000000,58.766552,4.483748,0.736768
29.486743,2.000000,58.838440,4.497795,0.737169
29.502751,2.000000,58.910554,4.511905,0.737569
29.518759,2.000000,58.982894,4.526080,0.737969
29.534767,2.000000,59.055461,4.540320,0.738369
29.550775,2.000000,59.128257,4.554625,0.738769
29.566783,2.000000,59.201282,4.568995,0.739170
29.582791,2.000000,59.274538,4.583432,0.739570
29.598799,2.000000,59.348026,4.597935,0.739970
29.614807,2.000000,59.421746,4.612505,0.740370
29.630815,2.000000,59.495700,4.627142,0.740770
29.646823,2.000000,59.569889,4.641847,0.741171
29.662831,2.000000,59.644314,4.656620,0.741571
29.678839,2.000000,59.718976,4.671462,0.741971
29.694847,2.000000,59.793876,4.686373,0.742371
29.710855,2.000000,59.869015,4.701353,0.742771
29.726863,2.000000,59.944395,4.716403,0.743172
29.742871,2.000000,60.020016,4.731523,0.743572
29.758879,2.000000,60.095880,4.746714,0.743972
29.774887,2.000000,60.171987,4.761976,0.744372
29.790895,2.000000,60.248340,4.777309,0.744772
29.806903,2.000000,60.324938,4.792715,0.745173
29.822911,2.000000,60.401784,4.808193,0.745573
29.838919,2.000000,60.478878,4.823744,0.745973
29.854927,2.000000,60.556221,4.839369,0.746373
29.870935,2.000000,60.633815,4.855067,0.746773
29.886943,2.000000,60.711661,4.870840,0.747174
29.902951,2.000000,60.789761,4.886688,0.747574
29.918959,2.000000,60.868114,4.902611,0.747974
29.934967,2.000000,60.946723,4.918610,0.748374
29.950975,2.000000,61.025589,4.934685,0.748774
29.966983,2.000000,61.104712,4.950836,0.749175
29.982991,2.000000,61.184095,4.967065,0.749575
29.998999,2.000000,61.263738,4.983372,0.749975
30.015008,2.000000,61.343643,4.999757,0.750375
30.031016,2.000000,61.423811,5.016221,0.750775
30.047024,2.000000,61.504243,5.032764,0.751176
30.063032,2.000000,61.584940,5.049387,0.751576
30.079040,2.000000,61.665905,5.066090,0.751976
30.095048,2.000000,61.747137,5.082874,0.752376
30.111056,2.000000,61.828638,5.099739,0.752776
30.127064,2.000000,61.910411,5.116686,0.753177
30.143072,2.000000,61.992455,5.133715,0.753577
30.159080,2.000000,62.074772,5.150827,0.753977
30.175088,2.000000,62.157364,5.168023,0.754377
30.191096,2.000000,62.240232,5.185303,0.754777
30.207104,2.000000,62.323377,5.202667,0.755178
30.223112,2.000000,62.406801,5.220117,0.755578
30.239120,2.000000,62.490505,5.237652,0.755978
30.255128,2.000000,62.574490,5.255273,0.756378
30.271136,2.000000,62.658758,5.272981,0.756778
30.287144,2.000000,62.743311,5.290777,0.757179
30.303152,2.000000,62.828148,5.308661,0.757579
30.319160,2.000000,62.913273,5.326633,0.757979
30.335168,2.000000,62.998686,5.344694,0.758379
30.351176,2.000000,63.084389,5.362845,0.758779
30.367184,2.000000,63.170384,5.381086,0.759180
30.383192,2.000000,63.256671,5.399418,0.759580
30.399200,2.000000,63.343252,5.417841,0.759980
30.415208,2.000000,63.430129,5.436357,0.760380
30.431216,2.000000,63.517303,5.454966,0.760780
30.447224,2.000000,63.604776,5.473668,0.761181
30.463232,2.000000,63.692548,5.492463,0.761581
30.479240,2.000000,63.780623,5.511354,0.761981
30.495248,2.000000,63.869000,5.530340,0.762381
30.511256,2.000000,63.957683,5.549421,0.762781
30.527264,2.000000,64.046671,5.568600,0.763182
30.543272,2.000000,64.135968,5.587875,0.763582
30.559280,2.000000,64.225573,5.607249,0.763982
30.575288,2.000000,64.315490,5.626721,0.764382
30.591296,2.000000,64.405719,5.646292,0.764782
30.607304,2.000000,64.496262,5.665963,0.765183
30.623312,2.000000,64.587121,5.685734,0.765583
30.639320,2.000000,64.678297,5.705607,0.765983
30.655328,2.000000,64.769792,5.725582,0.766383
30.671336,2.000000,64.861608,5.745659,0.766783
30.687344,2.000000,64.953746,5.765840,0.767184
30.703352,2.000000,65.046208,5.786125,0.767584
30.719360,2.000000,65.138995,5.806515,0.767984
30.735368,2.000000,65.232110,5.827010,0.768384
30.751376,2.000000,65.325553,5.847612,0.768784
30.767384,2.000000,65.419327,5.868320,0.769185
30.783392,2.000000,65.513434,5.889137,0.769585
30.799400,2.000000,65.607875,5.910061,0.769985
30.815408,2.000000,65.702651,5.931095,0.770385
30.831416,2.000000,65.797765,5.952239,0.770785
30.847424,2.000000,65.893219,5.973494,0.771186
30.863432,2.000000,65.989013,5.994860,0.771586
30.879440,2.000000,66.085151,6.016339,0.771986
30.895448,2.000000,66.181633,6.037931,0.772386
30.911456,2.000000,66.278462,6.059637,0.772786
30.927464,2.000000,66.375639,6.081457,0.773187
30.943472,2.000000,66.473166,6.103393,0.773587
30.959480,2.000000,66.571046,6.125446,0.773987
30.975488,2.000000,66.669279,6.147615,0.774387
30.991496,2.000000,66.767869,6.169903,0.774787
31.007504,2.000000,66.866816,6.192309,0.775188
31.023512,2.000000,66.966122,6.214836,0.775588
31.039520,2.000000,67.065791,6.237482,0.775988
31.055528,2.000000,67.165822,6.260251,0.776388
31.071536,2.000000,67.266219,6.283141,0.776788
31.087544,2.000000,67.366984,6.306155,0.777189
31.103552,2.000000,67.468118,6.329293,0.777589
31.119560,2.000000,67.569623,6.352555,0.777989
31.135568,2.000000,67.671502,6.375944,0.778389
31.151576,2.000000,67.773756,6.399460,0.778789
31.167584,2.000000,67.876388,6.423103,0.779190
31.183592,2.000000,67.979399,6.446875,0.779590
31.199600,2.000000,68.082792,6.470776,0.779990
31.215608,2.000000,68.186568,6.494808,0.780390
31.231616,2.000000,68.290730,6.518971,0.780790
31.247624,2.000000,68.395280,6.543267,0.781191
31.263632,2.000000,68.500220,6.567696,0.781591
31.279640,2.000000,68.605553,6.592260,0.781991
31.295648,2.000000,68.711279,6.616959,0.782391
31.311656,2.000000,68.817402,6.641794,0.782791
31.327664,2.000000,68.923923,6.666767,0.783192
31.343672,2.000000,69.030846,6.691878,0.783592
31.359680,2.000000,69.138171,6.717129,0.783992
31.375688,2.000000,69.245902,6.742520,0.784392
31.391696,2.000000,69.354041,6.768053,0.784792
31.407704,2.000000,69.462589,6.793728,0.785193
31.423712,2.000000,69.571550,6.819547,0.785593
31.439720,2.000000,69.680925,6.845510,0.785993
31.455728,2.000000,69.790716,6.871620,0.786393
31.471736,2.000000,69.900927,6.897876,0.786793
31.487744,2.000000,70.011559,6.924280,0.787194
31.503752,2.000000,70.122616,6.950834,0.787594
31.519760,2.000000,70.234098,6.977537,0.787994
31.535768,2.000000,70.346009,7.004392,0.788394
31.551776,2.000000,70.458352,7.031400,0.788794
31.567784,2.000000,70.571128,7.058561,0.789195
31.583792,2.000000,70.684340,7.085877,0.789595
31.599800,2.000000,70.797990,7.113349,0.789995
31.615808,2.000000,70.912081,7.140979,0.790395
31.631816,2.000000,71.026616,7.168766,0.790795
31.647824,2.000000,71.141598,7.196714,0.791196
31.663832,2.000000,71.257027,7.224822,0.791596
31.679840,2.000000,71.372908,7.253093,0.791996
31.695848,2.000000,71.489243,7.281527,0.792396
31.711856,2.000000,71.606035,7.310125,0.792796
31.727864,2.000000,71.723285,7.338889,0.793197
31.743872,2.000000,71.840997,7.367821,0.793597
31.759880,2.000000,71.959174,7.396921,0.793997
31.775888,2.000000,72.077818,7.426191,0.794397
31.791896,2.000000,72.196932,7.455632,0.794797
31.807904,2.000000,72.316519,7.485246,0.795198
31.823912,2.000000,72.436581,7.515033,0.795598
31.839920,2.000000,72.557121,7.544996,0.795998
31.855928,2.000000,72.678142,7.575135,0.796398
31.871936,2.000000,72.799648,7.605452,0.796798
31.887944,2.000000,72.921640,7.635949,0.797199
31.903952,2.000000,73.044121,7.666626,0.797599
31.919960,2.000000,73.167095,7.697486,0.797999
31.935968,2.000000,73.290565,7.728529,0.798399
31.951976,2.000000,73.414533,7.759758,0.798799
31.967984,2.000000,73.539002,7.791173,0.799200
31.983992,2.000000,73.663976,7.822776,0.799600
32.000000,2.000000,73.789457,7.854569,0.800000
